"","Latitude....c.Grid_Points_Y.","Longitude....c.Grid_Points_X."
"1",-54.948,289.167
"2",-54.948,292.5
"3",-53.933,287.5
"4",-53.933,289.167
"5",-53.933,290.833
"6",-52.919,287.5
"7",-52.919,289.167
"8",-52.919,290.833
"9",-51.905,285.833
"10",-51.905,289.167
"11",-51.905,290.833
"12",-51.905,300.833
"13",-50.89,285.833
"14",-50.89,287.5
"15",-50.89,289.167
"16",-50.89,290.833
"17",-49.876,285.833
"18",-49.876,287.5
"19",-49.876,289.167
"20",-49.876,290.833
"21",-48.861,285
"22",-48.861,286.429
"23",-48.861,287.857
"24",-48.861,289.286
"25",-48.861,290.714
"26",-48.861,292.143
"27",-47.847,286.429
"28",-47.847,287.857
"29",-47.847,289.286
"30",-47.847,290.714
"31",-47.847,292.143
"32",-47.847,293.571
"33",-46.832,167.857
"34",-46.832,286.429
"35",-46.832,287.857
"36",-46.832,289.286
"37",-46.832,290.714
"38",-46.832,292.143
"39",-45.818,167.857
"40",-45.818,169.286
"41",-45.818,287.857
"42",-45.818,289.286
"43",-45.818,290.714
"44",-45.818,292.143
"45",-44.803,167.857
"46",-44.803,169.286
"47",-44.803,170.714
"48",-44.803,287.857
"49",-44.803,289.286
"50",-44.803,290.714
"51",-44.803,292.143
"52",-44.803,293.571
"53",-43.789,169.286
"54",-43.789,170.714
"55",-43.789,172.143
"56",-43.789,287.857
"57",-43.789,289.286
"58",-43.789,290.714
"59",-43.789,292.143
"60",-43.789,293.571
"61",-42.774,146.429
"62",-42.774,147.857
"63",-42.774,172.143
"64",-42.774,286.429
"65",-42.774,287.857
"66",-42.774,289.286
"67",-42.774,290.714
"68",-42.774,292.143
"69",-42.774,293.571
"70",-41.76,145
"71",-41.76,146.429
"72",-41.76,147.857
"73",-41.76,172.143
"74",-41.76,173.571
"75",-41.76,286.429
"76",-41.76,287.857
"77",-41.76,289.286
"78",-41.76,290.714
"79",-41.76,292.143
"80",-41.76,293.571
"81",-41.76,295
"82",-40.745,286.429
"83",-40.745,287.857
"84",-40.745,289.286
"85",-40.745,290.714
"86",-40.745,292.143
"87",-40.745,293.571
"88",-40.745,296.429
"89",-39.731,175.625
"90",-39.731,176.875
"91",-39.731,286.875
"92",-39.731,288.125
"93",-39.731,289.375
"94",-39.731,290.625
"95",-39.731,291.875
"96",-39.731,293.125
"97",-39.731,294.375
"98",-39.731,295.625
"99",-39.731,296.875
"100",-38.716,175.625
"101",-38.716,176.875
"102",-38.716,286.875
"103",-38.716,288.125
"104",-38.716,289.375
"105",-38.716,290.625
"106",-38.716,291.875
"107",-38.716,293.125
"108",-38.716,294.375
"109",-38.716,295.625
"110",-38.716,296.875
"111",-38.716,298.125
"112",-38.716,299.375
"113",-38.716,300.625
"114",-37.702,140.625
"115",-37.702,141.875
"116",-37.702,143.125
"117",-37.702,144.375
"118",-37.702,145.625
"119",-37.702,146.875
"120",-37.702,148.125
"121",-37.702,149.375
"122",-37.702,175.625
"123",-37.702,178.125
"124",-37.702,286.875
"125",-37.702,288.125
"126",-37.702,289.375
"127",-37.702,290.625
"128",-37.702,291.875
"129",-37.702,293.125
"130",-37.702,294.375
"131",-37.702,295.625
"132",-37.702,296.875
"133",-37.702,298.125
"134",-37.702,299.375
"135",-37.702,300.625
"136",-37.702,301.875
"137",-36.687,140.625
"138",-36.687,141.875
"139",-36.687,143.125
"140",-36.687,144.375
"141",-36.687,145.625
"142",-36.687,146.875
"143",-36.687,148.125
"144",-36.687,149.375
"145",-36.687,174.375
"146",-36.687,286.875
"147",-36.687,288.125
"148",-36.687,289.375
"149",-36.687,290.625
"150",-36.687,291.875
"151",-36.687,293.125
"152",-36.687,294.375
"153",-36.687,295.625
"154",-36.687,296.875
"155",-36.687,298.125
"156",-36.687,299.375
"157",-36.687,300.625
"158",-36.687,301.875
"159",-36.687,303.125
"160",-35.673,139.375
"161",-35.673,140.625
"162",-35.673,141.875
"163",-35.673,143.125
"164",-35.673,144.375
"165",-35.673,145.625
"166",-35.673,146.875
"167",-35.673,148.125
"168",-35.673,149.375
"169",-35.673,174.375
"170",-35.673,288.125
"171",-35.673,289.375
"172",-35.673,290.625
"173",-35.673,291.875
"174",-35.673,293.125
"175",-35.673,294.375
"176",-35.673,295.625
"177",-35.673,296.875
"178",-35.673,298.125
"179",-35.673,299.375
"180",-35.673,300.625
"181",-35.673,301.875
"182",-34.658,116.875
"183",-34.658,118.125
"184",-34.658,135.625
"185",-34.658,139.375
"186",-34.658,140.625
"187",-34.658,141.875
"188",-34.658,143.125
"189",-34.658,144.375
"190",-34.658,145.625
"191",-34.658,146.875
"192",-34.658,148.125
"193",-34.658,149.375
"194",-34.658,150.625
"195",-34.658,288.125
"196",-34.658,289.375
"197",-34.658,290.625
"198",-34.658,291.875
"199",-34.658,293.125
"200",-34.658,294.375
"201",-34.658,295.625
"202",-34.658,296.875
"203",-34.658,298.125
"204",-34.658,299.375
"205",-34.658,300.625
"206",-34.658,303.125
"207",-34.658,304.375
"208",-34.658,305.625
"209",-33.644,19.375
"210",-33.644,20.625
"211",-33.644,21.875
"212",-33.644,23.125
"213",-33.644,24.375
"214",-33.644,25.625
"215",-33.644,115.625
"216",-33.644,116.875
"217",-33.644,118.125
"218",-33.644,119.375
"219",-33.644,120.625
"220",-33.644,121.875
"221",-33.644,123.125
"222",-33.644,135.625
"223",-33.644,136.875
"224",-33.644,138.125
"225",-33.644,139.375
"226",-33.644,140.625
"227",-33.644,141.875
"228",-33.644,143.125
"229",-33.644,144.375
"230",-33.644,145.625
"231",-33.644,146.875
"232",-33.644,148.125
"233",-33.644,149.375
"234",-33.644,150.625
"235",-33.644,289.375
"236",-33.644,290.625
"237",-33.644,291.875
"238",-33.644,293.125
"239",-33.644,294.375
"240",-33.644,295.625
"241",-33.644,296.875
"242",-33.644,298.125
"243",-33.644,299.375
"244",-33.644,300.625
"245",-33.644,301.875
"246",-33.644,303.125
"247",-33.644,304.375
"248",-33.644,305.625
"249",-32.63,19.375
"250",-32.63,20.625
"251",-32.63,21.875
"252",-32.63,23.125
"253",-32.63,24.375
"254",-32.63,25.625
"255",-32.63,26.875
"256",-32.63,28.125
"257",-32.63,115.625
"258",-32.63,116.875
"259",-32.63,118.125
"260",-32.63,119.375
"261",-32.63,120.625
"262",-32.63,121.875
"263",-32.63,123.125
"264",-32.63,124.375
"265",-32.63,134.375
"266",-32.63,135.625
"267",-32.63,136.875
"268",-32.63,138.125
"269",-32.63,139.375
"270",-32.63,140.625
"271",-32.63,141.875
"272",-32.63,143.125
"273",-32.63,144.375
"274",-32.63,145.625
"275",-32.63,146.875
"276",-32.63,148.125
"277",-32.63,149.375
"278",-32.63,150.625
"279",-32.63,151.875
"280",-32.63,289.375
"281",-32.63,290.625
"282",-32.63,291.875
"283",-32.63,293.125
"284",-32.63,294.375
"285",-32.63,295.625
"286",-32.63,296.875
"287",-32.63,298.125
"288",-32.63,299.375
"289",-32.63,300.625
"290",-32.63,301.875
"291",-32.63,303.125
"292",-32.63,304.375
"293",-32.63,305.625
"294",-32.63,306.875
"295",-31.615,19.375
"296",-31.615,20.625
"297",-31.615,21.875
"298",-31.615,23.125
"299",-31.615,24.375
"300",-31.615,25.625
"301",-31.615,26.875
"302",-31.615,28.125
"303",-31.615,29.375
"304",-31.615,116.875
"305",-31.615,118.125
"306",-31.615,119.375
"307",-31.615,120.625
"308",-31.615,121.875
"309",-31.615,123.125
"310",-31.615,124.375
"311",-31.615,125.625
"312",-31.615,126.875
"313",-31.615,128.125
"314",-31.615,129.375
"315",-31.615,131.875
"316",-31.615,133.125
"317",-31.615,134.375
"318",-31.615,135.625
"319",-31.615,136.875
"320",-31.615,138.125
"321",-31.615,139.375
"322",-31.615,140.625
"323",-31.615,141.875
"324",-31.615,143.125
"325",-31.615,144.375
"326",-31.615,145.625
"327",-31.615,146.875
"328",-31.615,148.125
"329",-31.615,149.375
"330",-31.615,150.625
"331",-31.615,151.875
"332",-31.615,289.375
"333",-31.615,290.625
"334",-31.615,291.875
"335",-31.615,293.125
"336",-31.615,294.375
"337",-31.615,295.625
"338",-31.615,296.875
"339",-31.615,298.125
"340",-31.615,299.375
"341",-31.615,300.625
"342",-31.615,301.875
"343",-31.615,303.125
"344",-31.615,304.375
"345",-31.615,305.625
"346",-31.615,306.875
"347",-30.601,18.333
"348",-30.601,19.444
"349",-30.601,20.556
"350",-30.601,21.667
"351",-30.601,22.778
"352",-30.601,23.889
"353",-30.601,25
"354",-30.601,26.111
"355",-30.601,27.222
"356",-30.601,28.333
"357",-30.601,29.444
"358",-30.601,116.111
"359",-30.601,117.222
"360",-30.601,118.333
"361",-30.601,119.444
"362",-30.601,120.556
"363",-30.601,121.667
"364",-30.601,122.778
"365",-30.601,123.889
"366",-30.601,125
"367",-30.601,126.111
"368",-30.601,127.222
"369",-30.601,128.333
"370",-30.601,129.444
"371",-30.601,130.556
"372",-30.601,131.667
"373",-30.601,132.778
"374",-30.601,133.889
"375",-30.601,135
"376",-30.601,136.111
"377",-30.601,137.222
"378",-30.601,138.333
"379",-30.601,139.444
"380",-30.601,140.556
"381",-30.601,141.667
"382",-30.601,142.778
"383",-30.601,143.889
"384",-30.601,145
"385",-30.601,146.111
"386",-30.601,147.222
"387",-30.601,148.333
"388",-30.601,149.444
"389",-30.601,150.556
"390",-30.601,151.667
"391",-30.601,152.778
"392",-30.601,288.333
"393",-30.601,289.444
"394",-30.601,290.556
"395",-30.601,291.667
"396",-30.601,292.778
"397",-30.601,293.889
"398",-30.601,295
"399",-30.601,296.111
"400",-30.601,297.222
"401",-30.601,298.333
"402",-30.601,299.444
"403",-30.601,300.556
"404",-30.601,301.667
"405",-30.601,302.778
"406",-30.601,303.889
"407",-30.601,305
"408",-30.601,306.111
"409",-30.601,307.222
"410",-30.601,308.333
"411",-30.601,309.444
"412",-29.586,17.222
"413",-29.586,18.333
"414",-29.586,19.444
"415",-29.586,20.556
"416",-29.586,21.667
"417",-29.586,22.778
"418",-29.586,23.889
"419",-29.586,25
"420",-29.586,26.111
"421",-29.586,27.222
"422",-29.586,28.333
"423",-29.586,29.444
"424",-29.586,30.556
"425",-29.586,115
"426",-29.586,116.111
"427",-29.586,117.222
"428",-29.586,118.333
"429",-29.586,119.444
"430",-29.586,120.556
"431",-29.586,121.667
"432",-29.586,122.778
"433",-29.586,123.889
"434",-29.586,125
"435",-29.586,126.111
"436",-29.586,127.222
"437",-29.586,128.333
"438",-29.586,129.444
"439",-29.586,130.556
"440",-29.586,131.667
"441",-29.586,132.778
"442",-29.586,133.889
"443",-29.586,135
"444",-29.586,136.111
"445",-29.586,137.222
"446",-29.586,138.333
"447",-29.586,139.444
"448",-29.586,140.556
"449",-29.586,141.667
"450",-29.586,142.778
"451",-29.586,143.889
"452",-29.586,145
"453",-29.586,146.111
"454",-29.586,147.222
"455",-29.586,148.333
"456",-29.586,149.444
"457",-29.586,150.556
"458",-29.586,151.667
"459",-29.586,152.778
"460",-29.586,289.444
"461",-29.586,290.556
"462",-29.586,291.667
"463",-29.586,292.778
"464",-29.586,293.889
"465",-29.586,295
"466",-29.586,296.111
"467",-29.586,297.222
"468",-29.586,298.333
"469",-29.586,299.444
"470",-29.586,300.556
"471",-29.586,301.667
"472",-29.586,302.778
"473",-29.586,303.889
"474",-29.586,305
"475",-29.586,306.111
"476",-29.586,307.222
"477",-29.586,308.333
"478",-29.586,309.444
"479",-28.572,17.222
"480",-28.572,18.333
"481",-28.572,19.444
"482",-28.572,20.556
"483",-28.572,21.667
"484",-28.572,22.778
"485",-28.572,23.889
"486",-28.572,25
"487",-28.572,26.111
"488",-28.572,27.222
"489",-28.572,28.333
"490",-28.572,29.444
"491",-28.572,30.556
"492",-28.572,31.667
"493",-28.572,115
"494",-28.572,116.111
"495",-28.572,117.222
"496",-28.572,118.333
"497",-28.572,119.444
"498",-28.572,120.556
"499",-28.572,121.667
"500",-28.572,122.778
"501",-28.572,123.889
"502",-28.572,125
"503",-28.572,126.111
"504",-28.572,127.222
"505",-28.572,128.333
"506",-28.572,129.444
"507",-28.572,130.556
"508",-28.572,131.667
"509",-28.572,132.778
"510",-28.572,133.889
"511",-28.572,135
"512",-28.572,136.111
"513",-28.572,137.222
"514",-28.572,138.333
"515",-28.572,139.444
"516",-28.572,140.556
"517",-28.572,141.667
"518",-28.572,142.778
"519",-28.572,143.889
"520",-28.572,145
"521",-28.572,146.111
"522",-28.572,147.222
"523",-28.572,148.333
"524",-28.572,149.444
"525",-28.572,150.556
"526",-28.572,151.667
"527",-28.572,152.778
"528",-28.572,289.444
"529",-28.572,290.556
"530",-28.572,291.667
"531",-28.572,292.778
"532",-28.572,293.889
"533",-28.572,295
"534",-28.572,296.111
"535",-28.572,297.222
"536",-28.572,298.333
"537",-28.572,299.444
"538",-28.572,300.556
"539",-28.572,301.667
"540",-28.572,302.778
"541",-28.572,303.889
"542",-28.572,305
"543",-28.572,306.111
"544",-28.572,307.222
"545",-28.572,308.333
"546",-28.572,309.444
"547",-28.572,310.556
"548",-27.557,16.111
"549",-27.557,17.222
"550",-27.557,18.333
"551",-27.557,19.444
"552",-27.557,20.556
"553",-27.557,21.667
"554",-27.557,22.778
"555",-27.557,23.889
"556",-27.557,25
"557",-27.557,26.111
"558",-27.557,27.222
"559",-27.557,28.333
"560",-27.557,29.444
"561",-27.557,30.556
"562",-27.557,31.667
"563",-27.557,115
"564",-27.557,116.111
"565",-27.557,117.222
"566",-27.557,118.333
"567",-27.557,119.444
"568",-27.557,120.556
"569",-27.557,121.667
"570",-27.557,122.778
"571",-27.557,123.889
"572",-27.557,125
"573",-27.557,126.111
"574",-27.557,127.222
"575",-27.557,128.333
"576",-27.557,129.444
"577",-27.557,130.556
"578",-27.557,131.667
"579",-27.557,132.778
"580",-27.557,133.889
"581",-27.557,135
"582",-27.557,136.111
"583",-27.557,137.222
"584",-27.557,138.333
"585",-27.557,139.444
"586",-27.557,140.556
"587",-27.557,141.667
"588",-27.557,142.778
"589",-27.557,143.889
"590",-27.557,145
"591",-27.557,146.111
"592",-27.557,147.222
"593",-27.557,148.333
"594",-27.557,149.444
"595",-27.557,150.556
"596",-27.557,151.667
"597",-27.557,152.778
"598",-27.557,289.444
"599",-27.557,290.556
"600",-27.557,291.667
"601",-27.557,292.778
"602",-27.557,293.889
"603",-27.557,295
"604",-27.557,296.111
"605",-27.557,297.222
"606",-27.557,298.333
"607",-27.557,299.444
"608",-27.557,300.556
"609",-27.557,301.667
"610",-27.557,302.778
"611",-27.557,303.889
"612",-27.557,305
"613",-27.557,306.111
"614",-27.557,307.222
"615",-27.557,308.333
"616",-27.557,309.444
"617",-27.557,310.556
"618",-26.543,16.111
"619",-26.543,17.222
"620",-26.543,18.333
"621",-26.543,19.444
"622",-26.543,20.556
"623",-26.543,21.667
"624",-26.543,22.778
"625",-26.543,23.889
"626",-26.543,25
"627",-26.543,26.111
"628",-26.543,27.222
"629",-26.543,28.333
"630",-26.543,29.444
"631",-26.543,30.556
"632",-26.543,31.667
"633",-26.543,32.778
"634",-26.543,113.889
"635",-26.543,115
"636",-26.543,116.111
"637",-26.543,117.222
"638",-26.543,118.333
"639",-26.543,119.444
"640",-26.543,120.556
"641",-26.543,121.667
"642",-26.543,122.778
"643",-26.543,123.889
"644",-26.543,125
"645",-26.543,126.111
"646",-26.543,127.222
"647",-26.543,128.333
"648",-26.543,129.444
"649",-26.543,130.556
"650",-26.543,131.667
"651",-26.543,132.778
"652",-26.543,133.889
"653",-26.543,135
"654",-26.543,136.111
"655",-26.543,137.222
"656",-26.543,138.333
"657",-26.543,139.444
"658",-26.543,140.556
"659",-26.543,141.667
"660",-26.543,142.778
"661",-26.543,143.889
"662",-26.543,145
"663",-26.543,146.111
"664",-26.543,147.222
"665",-26.543,148.333
"666",-26.543,149.444
"667",-26.543,150.556
"668",-26.543,151.667
"669",-26.543,152.778
"670",-26.543,289.444
"671",-26.543,290.556
"672",-26.543,291.667
"673",-26.543,292.778
"674",-26.543,293.889
"675",-26.543,295
"676",-26.543,296.111
"677",-26.543,297.222
"678",-26.543,298.333
"679",-26.543,299.444
"680",-26.543,300.556
"681",-26.543,301.667
"682",-26.543,302.778
"683",-26.543,303.889
"684",-26.543,305
"685",-26.543,306.111
"686",-26.543,307.222
"687",-26.543,308.333
"688",-26.543,309.444
"689",-26.543,310.556
"690",-25.528,15
"691",-25.528,16.111
"692",-25.528,17.222
"693",-25.528,18.333
"694",-25.528,19.444
"695",-25.528,20.556
"696",-25.528,21.667
"697",-25.528,22.778
"698",-25.528,23.889
"699",-25.528,25
"700",-25.528,26.111
"701",-25.528,27.222
"702",-25.528,28.333
"703",-25.528,29.444
"704",-25.528,30.556
"705",-25.528,31.667
"706",-25.528,32.778
"707",-25.528,115
"708",-25.528,116.111
"709",-25.528,117.222
"710",-25.528,118.333
"711",-25.528,119.444
"712",-25.528,120.556
"713",-25.528,121.667
"714",-25.528,122.778
"715",-25.528,123.889
"716",-25.528,125
"717",-25.528,126.111
"718",-25.528,127.222
"719",-25.528,128.333
"720",-25.528,129.444
"721",-25.528,130.556
"722",-25.528,131.667
"723",-25.528,132.778
"724",-25.528,133.889
"725",-25.528,135
"726",-25.528,136.111
"727",-25.528,137.222
"728",-25.528,138.333
"729",-25.528,139.444
"730",-25.528,140.556
"731",-25.528,141.667
"732",-25.528,142.778
"733",-25.528,143.889
"734",-25.528,145
"735",-25.528,146.111
"736",-25.528,147.222
"737",-25.528,148.333
"738",-25.528,149.444
"739",-25.528,150.556
"740",-25.528,151.667
"741",-25.528,152.778
"742",-25.528,289.444
"743",-25.528,290.556
"744",-25.528,291.667
"745",-25.528,292.778
"746",-25.528,293.889
"747",-25.528,295
"748",-25.528,296.111
"749",-25.528,297.222
"750",-25.528,298.333
"751",-25.528,299.444
"752",-25.528,300.556
"753",-25.528,301.667
"754",-25.528,302.778
"755",-25.528,303.889
"756",-25.528,305
"757",-25.528,306.111
"758",-25.528,307.222
"759",-25.528,308.333
"760",-25.528,309.444
"761",-25.528,310.556
"762",-24.514,15
"763",-24.514,16.111
"764",-24.514,17.222
"765",-24.514,18.333
"766",-24.514,19.444
"767",-24.514,20.556
"768",-24.514,21.667
"769",-24.514,22.778
"770",-24.514,23.889
"771",-24.514,25
"772",-24.514,26.111
"773",-24.514,27.222
"774",-24.514,28.333
"775",-24.514,29.444
"776",-24.514,30.556
"777",-24.514,31.667
"778",-24.514,32.778
"779",-24.514,33.889
"780",-24.514,35
"781",-24.514,43.889
"782",-24.514,45
"783",-24.514,46.111
"784",-24.514,47.222
"785",-24.514,113.889
"786",-24.514,115
"787",-24.514,116.111
"788",-24.514,117.222
"789",-24.514,118.333
"790",-24.514,119.444
"791",-24.514,120.556
"792",-24.514,121.667
"793",-24.514,122.778
"794",-24.514,123.889
"795",-24.514,125
"796",-24.514,126.111
"797",-24.514,127.222
"798",-24.514,128.333
"799",-24.514,129.444
"800",-24.514,130.556
"801",-24.514,131.667
"802",-24.514,132.778
"803",-24.514,133.889
"804",-24.514,135
"805",-24.514,136.111
"806",-24.514,137.222
"807",-24.514,138.333
"808",-24.514,139.444
"809",-24.514,140.556
"810",-24.514,141.667
"811",-24.514,142.778
"812",-24.514,143.889
"813",-24.514,145
"814",-24.514,146.111
"815",-24.514,147.222
"816",-24.514,148.333
"817",-24.514,149.444
"818",-24.514,150.556
"819",-24.514,151.667
"820",-24.514,289.444
"821",-24.514,290.556
"822",-24.514,291.667
"823",-24.514,292.778
"824",-24.514,293.889
"825",-24.514,295
"826",-24.514,296.111
"827",-24.514,297.222
"828",-24.514,298.333
"829",-24.514,299.444
"830",-24.514,300.556
"831",-24.514,301.667
"832",-24.514,302.778
"833",-24.514,303.889
"834",-24.514,305
"835",-24.514,306.111
"836",-24.514,307.222
"837",-24.514,308.333
"838",-24.514,309.444
"839",-24.514,310.556
"840",-24.514,311.667
"841",-24.514,312.778
"842",-23.499,15
"843",-23.499,16.111
"844",-23.499,17.222
"845",-23.499,18.333
"846",-23.499,19.444
"847",-23.499,20.556
"848",-23.499,21.667
"849",-23.499,22.778
"850",-23.499,23.889
"851",-23.499,25
"852",-23.499,26.111
"853",-23.499,27.222
"854",-23.499,28.333
"855",-23.499,29.444
"856",-23.499,30.556
"857",-23.499,31.667
"858",-23.499,32.778
"859",-23.499,33.889
"860",-23.499,35
"861",-23.499,43.889
"862",-23.499,45
"863",-23.499,46.111
"864",-23.499,47.222
"865",-23.499,113.889
"866",-23.499,115
"867",-23.499,116.111
"868",-23.499,117.222
"869",-23.499,118.333
"870",-23.499,119.444
"871",-23.499,120.556
"872",-23.499,121.667
"873",-23.499,122.778
"874",-23.499,123.889
"875",-23.499,125
"876",-23.499,126.111
"877",-23.499,127.222
"878",-23.499,128.333
"879",-23.499,129.444
"880",-23.499,130.556
"881",-23.499,131.667
"882",-23.499,132.778
"883",-23.499,133.889
"884",-23.499,135
"885",-23.499,136.111
"886",-23.499,137.222
"887",-23.499,138.333
"888",-23.499,139.444
"889",-23.499,140.556
"890",-23.499,141.667
"891",-23.499,142.778
"892",-23.499,143.889
"893",-23.499,145
"894",-23.499,146.111
"895",-23.499,147.222
"896",-23.499,148.333
"897",-23.499,149.444
"898",-23.499,150.556
"899",-23.499,289.444
"900",-23.499,290.556
"901",-23.499,291.667
"902",-23.499,292.778
"903",-23.499,293.889
"904",-23.499,295
"905",-23.499,296.111
"906",-23.499,297.222
"907",-23.499,298.333
"908",-23.499,299.444
"909",-23.499,300.556
"910",-23.499,301.667
"911",-23.499,302.778
"912",-23.499,303.889
"913",-23.499,305
"914",-23.499,306.111
"915",-23.499,307.222
"916",-23.499,308.333
"917",-23.499,309.444
"918",-23.499,310.556
"919",-23.499,311.667
"920",-23.499,312.778
"921",-23.499,313.889
"922",-22.485,15
"923",-22.485,16.111
"924",-22.485,17.222
"925",-22.485,18.333
"926",-22.485,19.444
"927",-22.485,20.556
"928",-22.485,21.667
"929",-22.485,22.778
"930",-22.485,23.889
"931",-22.485,25
"932",-22.485,26.111
"933",-22.485,27.222
"934",-22.485,28.333
"935",-22.485,29.444
"936",-22.485,30.556
"937",-22.485,31.667
"938",-22.485,32.778
"939",-22.485,33.889
"940",-22.485,35
"941",-22.485,43.889
"942",-22.485,45
"943",-22.485,46.111
"944",-22.485,47.222
"945",-22.485,113.889
"946",-22.485,115
"947",-22.485,116.111
"948",-22.485,117.222
"949",-22.485,118.333
"950",-22.485,119.444
"951",-22.485,120.556
"952",-22.485,121.667
"953",-22.485,122.778
"954",-22.485,123.889
"955",-22.485,125
"956",-22.485,126.111
"957",-22.485,127.222
"958",-22.485,128.333
"959",-22.485,129.444
"960",-22.485,130.556
"961",-22.485,131.667
"962",-22.485,132.778
"963",-22.485,133.889
"964",-22.485,135
"965",-22.485,136.111
"966",-22.485,137.222
"967",-22.485,138.333
"968",-22.485,139.444
"969",-22.485,140.556
"970",-22.485,141.667
"971",-22.485,142.778
"972",-22.485,143.889
"973",-22.485,145
"974",-22.485,146.111
"975",-22.485,147.222
"976",-22.485,148.333
"977",-22.485,149.444
"978",-22.485,150.556
"979",-22.485,290.556
"980",-22.485,291.667
"981",-22.485,292.778
"982",-22.485,293.889
"983",-22.485,295
"984",-22.485,296.111
"985",-22.485,297.222
"986",-22.485,298.333
"987",-22.485,299.444
"988",-22.485,300.556
"989",-22.485,301.667
"990",-22.485,302.778
"991",-22.485,303.889
"992",-22.485,305
"993",-22.485,306.111
"994",-22.485,307.222
"995",-22.485,308.333
"996",-22.485,309.444
"997",-22.485,310.556
"998",-22.485,311.667
"999",-22.485,312.778
"1000",-22.485,313.889
"1001",-22.485,315
"1002",-22.485,316.111
"1003",-22.485,317.222
"1004",-21.47,14.211
"1005",-21.47,15.263
"1006",-21.47,16.316
"1007",-21.47,17.368
"1008",-21.47,18.421
"1009",-21.47,19.474
"1010",-21.47,20.526
"1011",-21.47,21.579
"1012",-21.47,22.632
"1013",-21.47,23.684
"1014",-21.47,24.737
"1015",-21.47,25.789
"1016",-21.47,26.842
"1017",-21.47,27.895
"1018",-21.47,28.947
"1019",-21.47,30
"1020",-21.47,31.053
"1021",-21.47,32.105
"1022",-21.47,33.158
"1023",-21.47,34.211
"1024",-21.47,43.684
"1025",-21.47,44.737
"1026",-21.47,45.789
"1027",-21.47,46.842
"1028",-21.47,47.895
"1029",-21.47,116.316
"1030",-21.47,117.368
"1031",-21.47,118.421
"1032",-21.47,119.474
"1033",-21.47,120.526
"1034",-21.47,121.579
"1035",-21.47,122.632
"1036",-21.47,123.684
"1037",-21.47,124.737
"1038",-21.47,125.789
"1039",-21.47,126.842
"1040",-21.47,127.895
"1041",-21.47,128.947
"1042",-21.47,130
"1043",-21.47,131.053
"1044",-21.47,132.105
"1045",-21.47,133.158
"1046",-21.47,134.211
"1047",-21.47,135.263
"1048",-21.47,136.316
"1049",-21.47,137.368
"1050",-21.47,138.421
"1051",-21.47,139.474
"1052",-21.47,140.526
"1053",-21.47,141.579
"1054",-21.47,142.632
"1055",-21.47,143.684
"1056",-21.47,144.737
"1057",-21.47,145.789
"1058",-21.47,146.842
"1059",-21.47,147.895
"1060",-21.47,148.947
"1061",-21.47,165.789
"1062",-21.47,167.895
"1063",-21.47,290
"1064",-21.47,291.053
"1065",-21.47,292.105
"1066",-21.47,293.158
"1067",-21.47,294.211
"1068",-21.47,295.263
"1069",-21.47,296.316
"1070",-21.47,297.368
"1071",-21.47,298.421
"1072",-21.47,299.474
"1073",-21.47,300.526
"1074",-21.47,301.579
"1075",-21.47,302.632
"1076",-21.47,303.684
"1077",-21.47,304.737
"1078",-21.47,305.789
"1079",-21.47,306.842
"1080",-21.47,307.895
"1081",-21.47,308.947
"1082",-21.47,310
"1083",-21.47,311.053
"1084",-21.47,312.105
"1085",-21.47,313.158
"1086",-21.47,314.211
"1087",-21.47,315.263
"1088",-21.47,316.316
"1089",-21.47,317.368
"1090",-21.47,318.421
"1091",-20.456,14.211
"1092",-20.456,15.263
"1093",-20.456,16.316
"1094",-20.456,17.368
"1095",-20.456,18.421
"1096",-20.456,19.474
"1097",-20.456,20.526
"1098",-20.456,21.579
"1099",-20.456,22.632
"1100",-20.456,23.684
"1101",-20.456,24.737
"1102",-20.456,25.789
"1103",-20.456,26.842
"1104",-20.456,27.895
"1105",-20.456,28.947
"1106",-20.456,30
"1107",-20.456,31.053
"1108",-20.456,32.105
"1109",-20.456,33.158
"1110",-20.456,34.211
"1111",-20.456,44.737
"1112",-20.456,45.789
"1113",-20.456,46.842
"1114",-20.456,47.895
"1115",-20.456,57.368
"1116",-20.456,118.421
"1117",-20.456,119.474
"1118",-20.456,120.526
"1119",-20.456,121.579
"1120",-20.456,122.632
"1121",-20.456,123.684
"1122",-20.456,124.737
"1123",-20.456,125.789
"1124",-20.456,126.842
"1125",-20.456,127.895
"1126",-20.456,128.947
"1127",-20.456,130
"1128",-20.456,131.053
"1129",-20.456,132.105
"1130",-20.456,133.158
"1131",-20.456,134.211
"1132",-20.456,135.263
"1133",-20.456,136.316
"1134",-20.456,137.368
"1135",-20.456,138.421
"1136",-20.456,139.474
"1137",-20.456,140.526
"1138",-20.456,141.579
"1139",-20.456,142.632
"1140",-20.456,143.684
"1141",-20.456,144.737
"1142",-20.456,145.789
"1143",-20.456,146.842
"1144",-20.456,147.895
"1145",-20.456,290
"1146",-20.456,291.053
"1147",-20.456,292.105
"1148",-20.456,293.158
"1149",-20.456,294.211
"1150",-20.456,295.263
"1151",-20.456,296.316
"1152",-20.456,297.368
"1153",-20.456,298.421
"1154",-20.456,299.474
"1155",-20.456,300.526
"1156",-20.456,301.579
"1157",-20.456,302.632
"1158",-20.456,303.684
"1159",-20.456,304.737
"1160",-20.456,305.789
"1161",-20.456,306.842
"1162",-20.456,307.895
"1163",-20.456,308.947
